frame,time_video_s,time_real_s,x_center_px,y_center_px,radius_px,x_left_px,y_top_px,x_right_px,y_bottom_px,confidence,valid,method,roi_x_px,roi_y_px,roi_w_px,roi_h_px,video_fps,time_scale
337,19.917294425131967,19.917294425131967,507.0,185.0,72.0,435.0,113.0,579.0,257.0,0.517721562593628,True,hough,157,44,472,359,16.919968787264995,1.0
338,19.976396189004763,19.976396189004763,507.0,185.0,72.0,435.0,113.0,579.0,257.0,0.5178574915726946,True,hough,157,44,472,359,16.919968787264995,1.0
339,20.03549795287756,20.03549795287756,507.0,185.0,72.0,435.0,113.0,579.0,257.0,0.5183122804089852,True,hough,157,44,472,359,16.919968787264995,1.0
340,20.094599716750352,20.094599716750352,504.0,184.0,75.0,429.0,109.0,579.0,259.0,0.49613898113203486,True,hough,157,44,472,359,16.919968787264995,1.0
341,20.15370148062315,20.15370148062315,504.0,186.0,74.0,430.0,112.0,578.0,260.0,0.5045608270280213,True,hough,157,44,472,359,16.919968787264995,1.0
342,20.212803244495944,20.212803244495944,514.0,192.0,63.0,451.0,129.0,577.0,255.0,0.5765641191917608,True,hough,157,44,472,359,16.919968787264995,1.0
343,20.27190500836874,20.27190500836874,504.0,184.0,75.0,429.0,109.0,579.0,259.0,0.4967363182837084,True,hough,157,44,472,359,16.919968787264995,1.0
344,20.331006772241533,20.331006772241533,504.0,184.0,75.0,429.0,109.0,579.0,259.0,0.49693637461532686,True,hough,157,44,472,359,16.919968787264995,1.0
345,20.39010853611433,20.39010853611433,526.0,167.0,52.0,474.0,115.0,578.0,219.0,0.6488219050370478,True,hough,157,44,472,359,16.919968787264995,1.0
346,20.449210299987126,20.449210299987126,520.0,167.0,58.0,462.0,109.0,578.0,225.0,0.6069910704862929,True,hough,157,44,472,359,16.919968787264995,1.0
347,20.50831206385992,20.50831206385992,504.0,186.0,74.0,430.0,112.0,578.0,260.0,0.5055784165508892,True,hough,157,44,472,359,16.919968787264995,1.0
348,20.567413827732715,20.567413827732715,509.0,181.0,72.0,437.0,109.0,581.0,253.0,0.5145578450716461,True,hough,157,44,472,359,16.919968787264995,1.0
349,20.62651559160551,20.62651559160551,507.0,185.0,74.0,433.0,111.0,581.0,259.0,0.5006266193078251,True,hough,157,44,472,359,16.919968787264995,1.0
350,20.685617355478307,20.685617355478307,507.0,184.0,74.0,433.0,110.0,581.0,258.0,0.5009803385597322,True,hough,157,44,472,359,16.919968787264995,1.0
351,20.7447191193511,20.7447191193511,507.0,184.0,74.0,433.0,110.0,581.0,258.0,0.5006905118746814,True,hough,157,44,472,359,16.919968787264995,1.0
352,20.803820883223896,20.803820883223896,506.0,183.0,76.0,430.0,107.0,582.0,259.0,0.4834647889760124,True,hough,157,44,472,359,16.919968787264995,1.0
353,20.862922647096692,20.862922647096692,516.0,189.0,64.0,452.0,125.0,580.0,253.0,0.5683408956016254,True,hough,157,44,472,359,16.919968787264995,1.0
354,20.922024410969485,20.922024410969485,518.0,190.0,63.0,455.0,127.0,581.0,253.0,0.5744394323299447,True,hough,157,44,472,359,16.919968787264995,1.0
355,20.98112617484228,20.98112617484228,508.0,183.0,74.0,434.0,109.0,582.0,257.0,0.4998135632647251,True,hough,157,44,472,359,16.919968787264995,1.0
356,21.040227938715077,21.040227938715077,512.0,180.0,72.0,440.0,108.0,584.0,252.0,0.5112597590125194,True,hough,157,44,472,359,16.919968787264995,1.0
357,21.09932970258787,21.09932970258787,530.0,165.0,53.0,477.0,112.0,583.0,218.0,0.6537246556958983,True,hough,157,44,472,359,16.919968787264995,1.0
358,21.158431466460666,21.158431466460666,512.0,181.0,72.0,440.0,109.0,584.0,253.0,0.5115595675942861,True,hough,157,44,472,359,16.919968787264995,1.0
359,21.217533230333462,21.217533230333462,512.0,181.0,72.0,440.0,109.0,584.0,253.0,0.5110951037162528,True,hough,157,44,472,359,16.919968787264995,1.0
360,21.27663499420626,21.27663499420626,525.0,168.0,59.0,466.0,109.0,584.0,227.0,0.6109506418337107,True,hough,157,44,472,359,16.919968787264995,1.0
361,21.33573675807905,21.33573675807905,510.0,184.0,74.0,436.0,110.0,584.0,258.0,0.4972992106383142,True,hough,157,44,472,359,16.919968787264995,1.0
362,21.394838521951847,21.394838521951847,509.0,185.0,74.0,435.0,111.0,583.0,259.0,0.4964033989023478,True,hough,157,44,472,359,16.919968787264995,1.0
363,21.453940285824643,21.453940285824643,531.0,165.0,52.0,479.0,113.0,583.0,217.0,0.6633046203898714,True,hough,157,44,472,359,16.919968787264995,1.0
364,21.513042049697436,21.513042049697436,531.0,165.0,53.0,478.0,112.0,584.0,218.0,0.6554700965217917,True,hough,157,44,472,359,16.919968787264995,1.0
365,21.572143813570232,21.572143813570232,510.0,181.0,71.0,439.0,110.0,581.0,252.0,0.5146156870906773,True,hough,157,44,472,359,16.919968787264995,1.0
366,21.63124557744303,21.63124557744303,513.0,181.0,72.0,441.0,109.0,585.0,253.0,0.5089802159533773,True,hough,157,44,472,359,16.919968787264995,1.0
367,21.690347341315825,21.690347341315825,530.0,166.0,54.0,476.0,112.0,584.0,220.0,0.6472677923139585,True,hough,157,44,472,359,16.919968787264995,1.0
368,21.749449105188617,21.749449105188617,531.0,166.0,53.0,478.0,113.0,584.0,219.0,0.6504157709545799,True,hough,157,44,472,359,16.919968787264995,1.0
369,21.808550869061413,21.808550869061413,509.0,185.0,74.0,435.0,111.0,583.0,259.0,0.4911801049375217,True,hough,157,44,472,359,16.919968787264995,1.0
370,21.86765263293421,21.86765263293421,528.0,168.0,55.0,473.0,113.0,583.0,223.0,0.6355782287425136,True,hough,157,44,472,359,16.919968787264995,1.0
371,21.926754396807002,21.926754396807002,508.0,178.0,78.0,430.0,100.0,586.0,256.0,0.45996700277506314,True,hough,157,44,472,359,16.919968787264995,1.0
372,21.9858561606798,21.9858561606798,507.0,178.0,78.0,429.0,100.0,585.0,256.0,0.45683269536011956,True,hough,157,44,472,359,16.919968787264995,1.0
373,22.044957924552595,22.044957924552595,507.0,178.0,78.0,429.0,100.0,585.0,256.0,0.4567511379582588,True,hough,157,44,472,359,16.919968787264995,1.0
374,22.10405968842539,22.10405968842539,516.0,190.0,64.0,452.0,126.0,580.0,254.0,0.5648096322054244,True,hough,157,44,472,359,16.919968787264995,1.0
375,22.163161452298183,22.163161452298183,504.0,175.0,79.0,425.0,96.0,583.0,254.0,0.45042442669034805,True,hough,157,44,472,359,16.919968787264995,1.0
376,22.22226321617098,22.22226321617098,510.0,185.0,72.0,438.0,113.0,582.0,257.0,0.5050193284150604,True,hough,157,44,472,359,16.919968787264995,1.0
377,22.281364980043776,22.281364980043776,510.0,185.0,72.0,438.0,113.0,582.0,257.0,0.5050566537632775,True,hough,157,44,472,359,16.919968787264995,1.0
378,22.34046674391657,22.34046674391657,508.0,186.0,74.0,434.0,112.0,582.0,260.0,0.4883353967058314,True,hough,157,44,472,359,16.919968787264995,1.0
379,22.399568507789365,22.399568507789365,510.0,185.0,72.0,438.0,113.0,582.0,257.0,0.5055184268599306,True,hough,157,44,472,359,16.919968787264995,1.0
380,22.45867027166216,22.45867027166216,504.0,185.0,78.0,426.0,107.0,582.0,263.0,0.4554239235464069,True,hough,157,44,472,359,16.919968787264995,1.0
381,22.517772035534954,22.517772035534954,506.0,185.0,76.0,430.0,109.0,582.0,261.0,0.47193882007810845,True,hough,157,44,472,359,16.919968787264995,1.0
382,22.57687379940775,22.57687379940775,509.0,186.0,74.0,435.0,112.0,583.0,260.0,0.48857356648080824,True,hough,157,44,472,359,16.919968787264995,1.0
383,22.635975563280546,22.635975563280546,527.0,169.0,55.0,472.0,114.0,582.0,224.0,0.6299019578120668,True,hough,157,44,472,359,16.919968787264995,1.0
384,22.695077327153342,22.695077327153342,518.0,191.0,64.0,454.0,127.0,582.0,255.0,0.5652327481179373,True,hough,157,44,472,359,16.919968787264995,1.0
385,22.754179091026135,22.754179091026135,509.0,186.0,74.0,435.0,112.0,583.0,260.0,0.4880142345935719,True,hough,157,44,472,359,16.919968787264995,1.0
386,22.81328085489893,22.81328085489893,508.0,187.0,74.0,434.0,113.0,582.0,261.0,0.4876141344616212,True,hough,157,44,472,359,16.919968787264995,1.0
387,22.872382618771727,22.872382618771727,510.0,185.0,72.0,438.0,113.0,582.0,257.0,0.5048592578601467,True,hough,157,44,472,359,16.919968787264995,1.0
388,22.93148438264452,22.93148438264452,508.0,187.0,74.0,434.0,113.0,582.0,261.0,0.4872131903929567,True,hough,157,44,472,359,16.919968787264995,1.0
389,22.990586146517316,22.990586146517316,514.0,181.0,74.0,440.0,107.0,588.0,255.0,0.4874413925910697,True,hough,157,44,472,359,16.919968787264995,1.0
390,23.049687910390112,23.049687910390112,530.0,167.0,52.0,478.0,115.0,582.0,219.0,0.653454185865114,True,hough,157,44,472,359,16.919968787264995,1.0
391,23.10878967426291,23.10878967426291,510.0,185.0,72.0,438.0,113.0,582.0,257.0,0.504093951645302,True,hough,157,44,472,359,16.919968787264995,1.0
392,23.1678914381357,23.1678914381357,528.0,169.0,55.0,473.0,114.0,583.0,224.0,0.6326553654429254,True,hough,157,44,472,359,16.919968787264995,1.0
393,23.226993202008497,23.226993202008497,518.0,191.0,64.0,454.0,127.0,582.0,255.0,0.5668155002182328,True,hough,157,44,472,359,16.919968787264995,1.0
394,23.286094965881293,23.286094965881293,528.0,169.0,55.0,473.0,114.0,583.0,224.0,0.6337712378233222,True,hough,157,44,472,359,16.919968787264995,1.0
395,23.345196729754086,23.345196729754086,512.0,185.0,72.0,440.0,113.0,584.0,257.0,0.504543506813715,True,hough,157,44,472,359,16.919968787264995,1.0
396,23.404298493626882,23.404298493626882,526.0,173.0,60.0,466.0,113.0,586.0,233.0,0.6005274504372875,True,hough,157,44,472,359,16.919968787264995,1.0
397,23.46340025749968,23.46340025749968,509.0,178.0,78.0,431.0,100.0,587.0,256.0,0.4582497311681106,True,hough,157,44,472,359,16.919968787264995,1.0
398,23.52250202137247,23.52250202137247,531.0,168.0,54.0,477.0,114.0,585.0,222.0,0.646046193669033,True,hough,157,44,472,359,16.919968787264995,1.0
399,23.581603785245267,23.581603785245267,531.0,168.0,54.0,477.0,114.0,585.0,222.0,0.6463005703240143,True,hough,157,44,472,359,16.919968787264995,1.0
400,23.640705549118064,23.640705549118064,531.0,168.0,54.0,477.0,114.0,585.0,222.0,0.6465656755459828,True,hough,157,44,472,359,16.919968787264995,1.0
401,23.69980731299086,23.69980731299086,531.0,168.0,54.0,477.0,114.0,585.0,222.0,0.6466513995567462,True,hough,157,44,472,359,16.919968787264995,1.0
402,23.758909076863652,23.758909076863652,512.0,185.0,72.0,440.0,113.0,584.0,257.0,0.504931512055834,True,hough,157,44,472,359,16.919968787264995,1.0
403,23.81801084073645,23.81801084073645,508.0,184.0,76.0,432.0,108.0,584.0,260.0,0.47288422508148914,True,hough,157,44,472,359,16.919968787264995,1.0
404,23.877112604609245,23.877112604609245,512.0,185.0,72.0,440.0,113.0,584.0,257.0,0.5048658950202752,True,hough,157,44,472,359,16.919968787264995,1.0
405,23.936214368482037,23.936214368482037,531.0,168.0,54.0,477.0,114.0,585.0,222.0,0.6466610292697577,True,hough,157,44,472,359,16.919968787264995,1.0
406,23.995316132354834,23.995316132354834,531.0,168.0,54.0,477.0,114.0,585.0,222.0,0.6468081631369733,True,hough,157,44,472,359,16.919968787264995,1.0
407,24.05441789622763,24.05441789622763,532.0,167.0,52.0,480.0,115.0,584.0,219.0,0.6615167546610212,True,hough,157,44,472,359,16.919968787264995,1.0
408,24.113519660100426,24.113519660100426,532.0,167.0,52.0,480.0,115.0,584.0,219.0,0.6615451153050317,True,hough,157,44,472,359,16.919968787264995,1.0
409,24.17262142397322,24.17262142397322,531.0,168.0,54.0,477.0,114.0,585.0,222.0,0.6468392714250124,True,hough,157,44,472,359,16.919968787264995,1.0
410,24.231723187846015,24.231723187846015,532.0,167.0,52.0,480.0,115.0,584.0,219.0,0.6616697065679227,True,hough,157,44,472,359,16.919968787264995,1.0
411,24.29082495171881,24.29082495171881,512.0,185.0,72.0,440.0,113.0,584.0,257.0,0.5043977005692912,True,hough,157,44,472,359,16.919968787264995,1.0
412,24.349926715591604,24.349926715591604,530.0,169.0,55.0,475.0,114.0,585.0,224.0,0.6394137557252809,True,hough,157,44,472,359,16.919968787264995,1.0
413,24.4090284794644,24.4090284794644,513.0,185.0,72.0,441.0,113.0,585.0,257.0,0.5043276119772384,True,hough,157,44,472,359,16.919968787264995,1.0
414,24.468130243337196,24.468130243337196,510.0,186.0,74.0,436.0,112.0,584.0,260.0,0.4870490062117521,True,hough,157,44,472,359,16.919968787264995,1.0
415,24.52723200720999,24.52723200720999,512.0,185.0,72.0,440.0,113.0,584.0,257.0,0.5034541629116323,True,hough,157,44,472,359,16.919968787264995,1.0
416,24.586333771082785,24.586333771082785,513.0,184.0,71.0,442.0,113.0,584.0,255.0,0.5106455653987956,True,hough,157,44,472,359,16.919968787264995,1.0
417,24.64543553495558,24.64543553495558,513.0,184.0,71.0,442.0,113.0,584.0,255.0,0.5103888363238103,True,hough,157,44,472,359,16.919968787264995,1.0
418,24.704537298828377,24.704537298828377,512.0,185.0,72.0,440.0,113.0,584.0,257.0,0.502658372241445,True,hough,157,44,472,359,16.919968787264995,1.0
419,24.76363906270117,24.76363906270117,509.0,184.0,75.0,434.0,109.0,584.0,259.0,0.47812125748441,True,hough,157,44,472,359,16.919968787264995,1.0
420,24.822740826573966,24.822740826573966,504.0,175.0,79.0,425.0,96.0,583.0,254.0,0.44843047270072245,True,hough,157,44,472,359,16.919968787264995,1.0
421,24.881842590446762,24.881842590446762,531.0,168.0,53.0,478.0,115.0,584.0,221.0,0.6482847424164759,True,hough,157,44,472,359,16.919968787264995,1.0
422,24.940944354319555,24.940944354319555,519.0,193.0,62.0,457.0,131.0,581.0,255.0,0.5812761233035066,True,hough,157,44,472,359,16.919968787264995,1.0
423,25.00004611819235,25.00004611819235,508.0,180.0,78.0,430.0,102.0,586.0,258.0,0.45543505293929126,True,hough,157,44,472,359,16.919968787264995,1.0
424,25.059147882065147,25.059147882065147,510.0,187.0,74.0,436.0,113.0,584.0,261.0,0.4851564567473668,True,hough,157,44,472,359,16.919968787264995,1.0
425,25.118249645937944,25.118249645937944,516.0,183.0,72.0,444.0,111.0,588.0,255.0,0.5036128480838724,True,hough,157,44,472,359,16.919968787264995,1.0
426,25.177351409810736,25.177351409810736,531.0,169.0,54.0,477.0,115.0,585.0,223.0,0.6455312412145684,True,hough,157,44,472,359,16.919968787264995,1.0
427,25.236453173683532,25.236453173683532,532.0,168.0,52.0,480.0,116.0,584.0,220.0,0.6607877084232487,True,hough,157,44,472,359,16.919968787264995,1.0
428,25.29555493755633,25.29555493755633,513.0,186.0,72.0,441.0,114.0,585.0,258.0,0.5047211451678684,True,hough,157,44,472,359,16.919968787264995,1.0
429,25.35465670142912,25.35465670142912,513.0,186.0,72.0,441.0,114.0,585.0,258.0,0.5049789516030463,True,hough,157,44,472,359,16.919968787264995,1.0
430,25.413758465301918,25.413758465301918,531.0,168.0,54.0,477.0,114.0,585.0,222.0,0.6468079004840718,True,hough,157,44,472,359,16.919968787264995,1.0
431,25.472860229174714,25.472860229174714,512.0,186.0,72.0,440.0,114.0,584.0,258.0,0.5052972213898723,True,hough,157,44,472,359,16.919968787264995,1.0
432,25.53196199304751,25.53196199304751,512.0,186.0,72.0,440.0,114.0,584.0,258.0,0.5052696978504401,True,hough,157,44,472,359,16.919968787264995,1.0
433,25.591063756920303,25.591063756920303,512.0,187.0,72.0,440.0,115.0,584.0,259.0,0.504997793109232,True,hough,157,44,472,359,16.919968787264995,1.0
434,25.6501655207931,25.6501655207931,520.0,192.0,63.0,457.0,129.0,583.0,255.0,0.5774804548097627,True,hough,157,44,472,359,16.919968787264995,1.0
435,25.709267284665895,25.709267284665895,513.0,186.0,72.0,441.0,114.0,585.0,258.0,0.5063223306208069,True,hough,157,44,472,359,16.919968787264995,1.0
436,25.768369048538688,25.768369048538688,508.0,177.0,78.0,430.0,99.0,586.0,255.0,0.46389590548900855,True,hough,157,44,472,359,16.919968787264995,1.0
437,25.827470812411484,25.827470812411484,515.0,184.0,71.0,444.0,113.0,586.0,255.0,0.5149076766177852,True,hough,157,44,472,359,16.919968787264995,1.0
438,25.88657257628428,25.88657257628428,518.0,183.0,72.0,446.0,111.0,590.0,255.0,0.5077701792633733,True,hough,157,44,472,359,16.919968787264995,1.0
439,25.945674340157073,25.945674340157073,514.0,183.0,75.0,439.0,108.0,589.0,258.0,0.4872674963082723,True,hough,157,44,472,359,16.919968787264995,1.0
440,26.00477610402987,26.00477610402987,513.0,186.0,72.0,441.0,114.0,585.0,258.0,0.5134372515845744,True,hough,157,44,472,359,16.919968787264995,1.0
441,26.063877867902665,26.063877867902665,509.0,185.0,76.0,433.0,109.0,585.0,261.0,0.48349269566972436,True,hough,157,44,472,359,16.919968787264995,1.0
442,26.12297963177546,26.12297963177546,533.0,169.0,54.0,479.0,115.0,587.0,223.0,0.6552269149460621,True,hough,157,44,472,359,16.919968787264995,1.0
443,26.182081395648254,26.182081395648254,513.0,183.0,74.0,439.0,109.0,587.0,257.0,0.5014420688808958,True,hough,157,44,472,359,16.919968787264995,1.0
444,26.24118315952105,26.24118315952105,521.0,193.0,63.0,458.0,130.0,584.0,256.0,0.5845340764270437,True,hough,157,44,472,359,16.919968787264995,1.0
445,26.300284923393846,26.300284923393846,521.0,175.0,67.0,454.0,108.0,588.0,242.0,0.553699177452591,True,hough,157,44,472,359,16.919968787264995,1.0
446,26.35938668726664,26.35938668726664,519.0,181.0,72.0,447.0,109.0,591.0,253.0,0.5164439288875997,True,hough,157,44,472,359,16.919968787264995,1.0
447,26.418488451139435,26.418488451139435,519.0,181.0,72.0,447.0,109.0,591.0,253.0,0.5169043407476827,True,hough,157,44,472,359,16.919968787264995,1.0
448,26.47759021501223,26.47759021501223,514.0,186.0,72.0,442.0,114.0,586.0,258.0,0.5177248389180116,True,hough,157,44,472,359,16.919968787264995,1.0
449,26.536691978885028,26.536691978885028,514.0,185.0,72.0,442.0,113.0,586.0,257.0,0.5180883600114439,True,hough,157,44,472,359,16.919968787264995,1.0
450,26.59579374275782,26.59579374275782,534.0,168.0,52.0,482.0,116.0,586.0,220.0,0.6730431267139025,True,hough,157,44,472,359,16.919968787264995,1.0
451,26.654895506630616,26.654895506630616,514.0,186.0,72.0,442.0,114.0,586.0,258.0,0.5182150274507857,True,hough,157,44,472,359,16.919968787264995,1.0
452,26.713997270503413,26.713997270503413,513.0,185.0,75.0,438.0,110.0,588.0,260.0,0.4989785400804373,True,hough,157,44,472,359,16.919968787264995,1.0
453,26.773099034376205,26.773099034376205,514.0,186.0,72.0,442.0,114.0,586.0,258.0,0.5193937572088057,True,hough,157,44,472,359,16.919968787264995,1.0
454,26.832200798249,26.832200798249,514.0,187.0,72.0,442.0,115.0,586.0,259.0,0.5191610159379239,True,hough,157,44,472,359,16.919968787264995,1.0
455,26.891302562121798,26.891302562121798,533.0,171.0,54.0,479.0,117.0,587.0,225.0,0.6585087307888564,True,hough,157,44,472,359,16.919968787264995,1.0
456,26.95040432599459,26.95040432599459,514.0,186.0,72.0,442.0,114.0,586.0,258.0,0.519350914475998,True,hough,157,44,472,359,16.919968787264995,1.0
457,27.009506089867386,27.009506089867386,514.0,187.0,72.0,442.0,115.0,586.0,259.0,0.5191158144326558,True,hough,157,44,472,359,16.919968787264995,1.0
458,27.068607853740183,27.068607853740183,522.0,195.0,62.0,460.0,133.0,584.0,257.0,0.5954761396420212,True,hough,157,44,472,359,16.919968787264995,1.0
459,27.12770961761298,27.12770961761298,514.0,187.0,72.0,442.0,115.0,586.0,259.0,0.5186487563576554,True,hough,157,44,472,359,16.919968787264995,1.0
460,27.18681138148577,27.18681138148577,512.0,190.0,73.0,439.0,117.0,585.0,263.0,0.5097175572795847,True,hough,157,44,472,359,16.919968787264995,1.0
461,27.245913145358568,27.245913145358568,521.0,195.0,63.0,458.0,132.0,584.0,258.0,0.5892100699273106,True,hough,157,44,472,359,16.919968787264995,1.0
462,27.305014909231364,27.305014909231364,533.0,171.0,51.0,482.0,120.0,584.0,222.0,0.6645268982242042,True,hough,157,44,472,359,16.919968787264995,1.0
463,27.364116673104157,27.364116673104157,510.0,191.0,74.0,436.0,117.0,584.0,265.0,0.5042940660457247,True,hough,157,44,472,359,16.919968787264995,1.0
464,27.423218436976953,27.423218436976953,533.0,172.0,51.0,482.0,121.0,584.0,223.0,0.6636624695578398,True,hough,157,44,472,359,16.919968787264995,1.0
465,27.48232020084975,27.48232020084975,514.0,189.0,71.0,443.0,118.0,585.0,260.0,0.5260444739662067,True,hough,157,44,472,359,16.919968787264995,1.0
466,27.541421964722545,27.541421964722545,510.0,187.0,74.0,436.0,113.0,584.0,261.0,0.5065913558684181,True,hough,157,44,472,359,16.919968787264995,1.0
467,27.600523728595338,27.600523728595338,532.0,173.0,52.0,480.0,121.0,584.0,225.0,0.663567510175655,True,hough,157,44,472,359,16.919968787264995,1.0
468,27.659625492468134,27.659625492468134,510.0,191.0,72.0,438.0,119.0,582.0,263.0,0.5200359937536914,True,hough,157,44,472,359,16.919968787264995,1.0
469,27.71872725634093,27.71872725634093,507.0,191.0,76.0,431.0,115.0,583.0,267.0,0.4908181791044776,True,hough,157,44,472,359,16.919968787264995,1.0
470,27.777829020213723,27.777829020213723,530.0,175.0,54.0,476.0,121.0,584.0,229.0,0.6467208417677477,True,hough,157,44,472,359,16.919968787264995,1.0
471,27.83693078408652,27.83693078408652,507.0,184.0,78.0,429.0,106.0,585.0,262.0,0.48049789033548784,True,hough,157,44,472,359,16.919968787264995,1.0
472,27.896032547959315,27.896032547959315,514.0,189.0,72.0,442.0,117.0,586.0,261.0,0.524888411261548,True,hough,157,44,472,359,16.919968787264995,1.0
473,27.95513431183211,27.95513431183211,510.0,193.0,72.0,438.0,121.0,582.0,265.0,0.5264433810728824,True,hough,157,44,472,359,16.919968787264995,1.0
474,28.014236075704904,28.014236075704904,516.0,189.0,72.0,444.0,117.0,588.0,261.0,0.5251535218929564,True,hough,157,44,472,359,16.919968787264995,1.0
475,28.0733378395777,28.0733378395777,507.0,184.0,78.0,429.0,106.0,585.0,262.0,0.48305597301698794,True,hough,157,44,472,359,16.919968787264995,1.0
476,28.132439603450496,28.132439603450496,515.0,189.0,72.0,443.0,117.0,587.0,261.0,0.5255477553205803,True,hough,157,44,472,359,16.919968787264995,1.0
477,28.19154136732329,28.19154136732329,507.0,192.0,76.0,431.0,116.0,583.0,268.0,0.49603364495978525,True,hough,157,44,472,359,16.919968787264995,1.0
478,28.250643131196085,28.250643131196085,532.0,174.0,51.0,481.0,123.0,583.0,225.0,0.6640104979775767,True,hough,157,44,472,359,16.919968787264995,1.0
479,28.30974489506888,28.30974489506888,532.0,174.0,51.0,481.0,123.0,583.0,225.0,0.6641493098953453,True,hough,157,44,472,359,16.919968787264995,1.0
480,28.368846658941674,28.368846658941674,531.0,177.0,54.0,477.0,123.0,585.0,231.0,0.6511555430402741,True,hough,157,44,472,359,16.919968787264995,1.0
481,28.42794842281447,28.42794842281447,507.0,184.0,78.0,429.0,106.0,585.0,262.0,0.48520540419560304,True,hough,157,44,472,359,16.919968787264995,1.0
482,28.487050186687267,28.487050186687267,512.0,193.0,72.0,440.0,121.0,584.0,265.0,0.5300337677847988,True,hough,157,44,472,359,16.919968787264995,1.0
483,28.546151950560063,28.546151950560063,532.0,175.0,52.0,480.0,123.0,584.0,227.0,0.6666711315229816,True,hough,157,44,472,359,16.919968787264995,1.0
484,28.605253714432855,28.605253714432855,518.0,189.0,72.0,446.0,117.0,590.0,261.0,0.5286511166392474,True,hough,157,44,472,359,16.919968787264995,1.0
485,28.66435547830565,28.66435547830565,531.0,175.0,54.0,477.0,121.0,585.0,229.0,0.6531460500139767,True,hough,157,44,472,359,16.919968787264995,1.0
486,28.723457242178448,28.723457242178448,531.0,175.0,54.0,477.0,121.0,585.0,229.0,0.6540794782239703,True,hough,157,44,472,359,16.919968787264995,1.0
487,28.78255900605124,28.78255900605124,512.0,193.0,72.0,440.0,121.0,584.0,265.0,0.5344953308103538,True,hough,157,44,472,359,16.919968787264995,1.0
488,28.841660769924037,28.841660769924037,521.0,183.0,66.0,455.0,117.0,587.0,249.0,0.5678721183962352,True,hough,157,44,472,359,16.919968787264995,1.0
489,28.900762533796833,28.900762533796833,532.0,177.0,54.0,478.0,123.0,586.0,231.0,0.6564660818539407,True,hough,157,44,472,359,16.919968787264995,1.0
490,28.95986429766963,28.95986429766963,513.0,193.0,72.0,441.0,121.0,585.0,265.0,0.5388002052445804,True,hough,157,44,472,359,16.919968787264995,1.0
491,29.01896606154242,29.01896606154242,510.0,192.0,75.0,435.0,117.0,585.0,267.0,0.5183337456214705,True,hough,157,44,472,359,16.919968787264995,1.0
492,29.078067825415218,29.078067825415218,513.0,193.0,72.0,441.0,121.0,585.0,265.0,0.5424065676220541,True,hough,157,44,472,359,16.919968787264995,1.0
493,29.137169589288014,29.137169589288014,533.0,175.0,53.0,480.0,122.0,586.0,228.0,0.6669437063993902,True,hough,157,44,472,359,16.919968787264995,1.0
494,29.196271353160807,29.196271353160807,522.0,181.0,64.0,458.0,117.0,586.0,245.0,0.5857667979239641,True,hough,157,44,472,359,16.919968787264995,1.0
495,29.255373117033603,29.255373117033603,513.0,195.0,72.0,441.0,123.0,585.0,267.0,0.5453959170777405,True,hough,157,44,472,359,16.919968787264995,1.0
496,29.3144748809064,29.3144748809064,533.0,177.0,52.0,481.0,125.0,585.0,229.0,0.6735362678917578,True,hough,157,44,472,359,16.919968787264995,1.0
497,29.37357664477919,29.37357664477919,534.0,175.0,51.0,483.0,124.0,585.0,226.0,0.673132499402642,True,hough,157,44,472,359,16.919968787264995,1.0
498,29.432678408651988,29.432678408651988,534.0,175.0,51.0,483.0,124.0,585.0,226.0,0.6729847448401538,True,hough,157,44,472,359,16.919968787264995,1.0
499,29.491780172524784,29.491780172524784,534.0,175.0,51.0,483.0,124.0,585.0,226.0,0.6728856440227806,True,hough,157,44,472,359,16.919968787264995,1.0
500,29.55088193639758,29.55088193639758,509.0,193.0,76.0,433.0,117.0,585.0,269.0,0.5192902358996094,True,hough,157,44,472,359,16.919968787264995,1.0
501,29.609983700270373,29.609983700270373,512.0,196.0,72.0,440.0,124.0,584.0,268.0,0.5485663955086302,True,hough,157,44,472,359,16.919968787264995,1.0
502,29.66908546414317,29.66908546414317,514.0,195.0,72.0,442.0,123.0,586.0,267.0,0.5493628019044501,True,hough,157,44,472,359,16.919968787264995,1.0
503,29.728187228015965,29.728187228015965,515.0,193.0,71.0,444.0,122.0,586.0,264.0,0.5570215600197517,True,hough,157,44,472,359,16.919968787264995,1.0
504,29.787288991888758,29.787288991888758,512.0,197.0,74.0,438.0,123.0,586.0,271.0,0.5461393921189213,True,hough,157,44,472,359,16.919968787264995,1.0
505,29.846390755761554,29.846390755761554,519.0,196.0,72.0,447.0,124.0,591.0,268.0,0.5721356739989192,True,hough,157,44,472,359,16.919968787264995,1.0
506,29.90549251963435,29.90549251963435,512.0,203.0,74.0,438.0,129.0,586.0,277.0,0.5841361786017922,True,hough,157,44,472,359,16.919968787264995,1.0
507,29.964594283507147,29.964594283507147,513.0,208.0,72.0,441.0,136.0,585.0,280.0,0.6267687724510332,True,hough,157,44,472,359,16.919968787264995,1.0
508,30.02369604737994,30.02369604737994,510.0,256.0,75.0,435.0,181.0,585.0,331.0,0.7318530190823409,True,hough,157,44,472,359,16.919968787264995,1.0
509,30.082797811252735,30.082797811252735,521.0,253.0,64.0,457.0,189.0,585.0,317.0,0.829388320251093,True,hough,157,44,472,359,16.919968787264995,1.0
