T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE
65360555,1491,1701,0,0
65362555,1487,1705,0,0
65364555,1492,1705,0,0
65366555,1487,1707,0,0
65368555,1497,1705,0,0
65370555,1488,1697,0,0
65372555,1489,1702,0,0
65374555,1488,1694,0,0
65376555,1488,1709,0,0
65378555,1492,1695,0,0
65380555,1491,1705,0,0
65382555,1495,1702,0,0
65384555,1492,1703,0,0
65386555,1487,1708,0,0
65388555,1489,1709,0,0
65390555,1495,1705,0,0
65392555,1492,1705,0,0
65394555,1488,1701,0,0
65396555,1492,1709,0,0
65398555,1489,1703,0,0
65400555,1492,1701,0,0
65402555,1488,1706,0,0
65404555,1487,1703,0,0
65406555,1494,1703,0,0
65408555,1488,1707,0,0
65410555,1491,1701,0,0
65412555,1487,1700,0,0
65414555,1497,1710,0,0
65416555,1488,1705,0,0
65418555,1493,1702,0,0
65420555,1492,1704,0,0
65422555,1491,1702,0,0
65424555,1489,1699,0,0
65426555,1492,1703,0,0
65428555,1494,1705,0,0
65430555,1488,1704,0,0
65432555,1487,1706,0,0
65434555,1489,1694,0,0
65436555,1487,1697,0,0
65438555,1490,1703,0,0
65440555,1492,1703,0,0
65442555,1489,1713,0,0
65444555,1489,1701,0,0
65446555,1492,1704,0,0
65448555,1492,1702,0,0
65450555,1489,1701,0,0
65452555,1487,1704,0,0
65454555,1488,1702,0,0
65456555,1489,1703,0,0
65458555,1491,1709,0,0
65460555,1491,1702,0,0
65462555,1488,1703,0,0
65464555,1488,1701,0,0
65466555,1488,1713,0,0
65468555,1495,1702,0,0
65470555,1489,1709,0,0
65472555,1488,1703,0,0
65474555,1491,1706,0,0
65476555,1492,1709,0,0
65478555,1489,1707,0,0
65480555,1488,1703,0,0
65482555,1487,1703,0,0
65484555,1497,1702,0,0
65486555,1492,1704,0,0
65488555,1488,1705,0,0
65490555,1492,1699,0,0
65492555,1488,1705,0,0
65494555,1491,1705,0,0
65496555,1489,1705,0,0
65498555,1496,1701,0,0
