frame,rank,x_center_px,y_center_px,radius_px,x_left_px,y_top_px,x_right_px,y_bottom_px,confidence,method,area,circularity,fill_ratio,brightness,motion,template_score
25,1,136.0,319.0,63.0,73.0,256.0,199.0,382.0,0.5822394938947617,hough,12468.981242097889,1.0,0.78,159.43579860274633,16.466875451698385,0.0
25,2,314.0,142.0,75.0,239.0,67.0,389.0,217.0,0.49577567410528983,hough,17671.458676442588,1.0,0.78,165.61228417775263,15.675686385508067,0.0
25,3,324.0,325.0,78.0,246.0,247.0,402.0,403.0,0.48672374992941697,hough,19113.4497044403,1.0,0.78,157.8005651787116,21.27426866921346,0.0
25,4,194.0,379.0,78.0,116.0,301.0,272.0,457.0,0.44174124245680635,hough,19113.4497044403,1.0,0.78,124.99774975142603,17.854832801297817,0.0
26,0,208.0,322.0,58.0,150.0,264.0,266.0,380.0,0.6172470710583506,hough,10568.317686676064,1.0,0.78,145.74462441981623,19.431372549019606,0.0
26,1,148.0,317.0,70.0,78.0,247.0,218.0,387.0,0.5287624644388194,hough,15393.804002589986,1.0,0.78,158.30748715280038,16.431665907760358,0.0
26,2,314.0,142.0,75.0,239.0,67.0,389.0,217.0,0.49574768311834877,hough,17671.458676442588,1.0,0.78,165.74786300594397,15.632776677045005,0.0
26,3,342.0,319.0,83.0,259.0,236.0,425.0,402.0,0.4490254273915484,hough,21642.431790580085,1.0,0.78,163.86818623144853,19.58532525775579,0.0
26,4,167.0,182.0,84.0,83.0,98.0,251.0,266.0,0.2856249163757279,hough,22167.077763729583,1.0,0.78,40.649573035738484,10.215921926535037,0.0
27,0,209.0,322.0,58.0,151.0,264.0,267.0,380.0,0.6175596714703067,hough,10568.317686676064,1.0,0.78,144.98920147769252,19.712228852893816,0.0
27,1,326.0,325.0,78.0,248.0,247.0,404.0,403.0,0.4866173004994698,hough,19113.4497044403,1.0,0.78,158.51687686430478,21.0586111256476,0.0
27,2,284.0,159.0,75.0,209.0,84.0,359.0,234.0,0.4732439341520201,hough,17671.458676442588,1.0,0.78,148.26011887913955,14.203736201528447,0.0
27,3,286.0,251.0,84.0,202.0,167.0,370.0,335.0,0.41487246661346183,hough,22167.077763729583,1.0,0.78,150.3560746396783,16.000496995436677,0.0
28,0,190.0,301.0,56.0,134.0,245.0,246.0,357.0,0.6174473595559977,hough,9852.03456165759,1.0,0.78,158.24672422549517,12.236160487557136,0.0
28,1,317.0,125.0,80.0,237.0,45.0,397.0,205.0,0.4527909022708834,hough,20106.192982974677,1.0,0.78,153.09571236492206,17.435635675514167,0.0
28,2,321.0,281.0,84.0,237.0,197.0,405.0,365.0,0.44542717132641374,hough,22167.077763729583,1.0,0.78,173.76144219039443,18.029367912167352,0.0
28,3,263.0,185.0,82.0,181.0,103.0,345.0,267.0,0.39081536218971213,hough,21124.069002737768,1.0,0.78,118.13672337803895,14.028529453580399,0.0
29,0,210.0,321.0,55.0,155.0,266.0,265.0,376.0,0.6374928512444635,hough,9503.317777109125,1.0,0.78,147.77281840244802,18.329851218740107,0.0
